person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
-0.43804839040631927,1.353744498887914,3,1.035423835584872,4,4,3.987934270722955,1.8692366890393064,0,0.747242544729293,1,-0.9383869857092254
-0.9215376904936073,-0.016791758249550308,3,-0.18785537075213354,1,3,3.8613878299587863,2.132074663497242,1,3.2759005523230513,0,-0.44501403833332
-0.5992114904354153,-1.04507465561852,2,-1.1664787358217379,4,0,-1.2795613260855767,-1.2069410860980188,0,-0.2829514583644602,0,-0.6917005120212727
-0.9215376904936073,0.2687366286540881,3,-0.43251121201953463,4,3,3.8534786774110255,1.145621030963754,1,2.339360549510548,1,-0.44501403833332
-0.5992114904354153,0.0354789717796091,3,0.7907679943174708,2,2,3.703204779003575,0.5420671636899752,1,2.9949385514793003,0,-0.6917005120212727
-1.0827007905227035,-1.0446939511026485,0,-0.43251121201953463,5,4,-0.7931484443983025,2.1839932757358467,1,2.339360549510548,1,-0.6917005120212727
-0.7603745904645114,-1.0446939511026485,2,-1.1664787358217379,4,0,-1.295379631181098,-0.5482236933207223,0,-0.37660545864571054,0,-0.6917005120212727
-0.5992114904354153,-0.016791758249550308,3,0.30145631178266863,2,1,3.6241132535259695,-0.3308145045715653,1,3.088592551760551,0,-0.6917005120212727
-1.0827007905227035,-1.0372892482689475,1,0.05680047051526755,1,2,-0.8841036986975488,0.5939857759285798,1,1.6837825475417958,1,-0.9383869857092254
-1.0827007905227035,-1.034795633689989,2,0.05680047051526755,3,1,-1.2004698006079713,0.035860694363579686,1,-0.0019894575207092765,0,-0.6917005120212727
-0.43804839040631927,1.0301456603971237,3,-0.6771670532869357,5,0,3.5450217280483636,-1.4243502748471757,0,0.9345505452917937,0,-0.9383869857092254
-0.2768852903772232,0.5542650155577264,3,0.5461121530500697,2,2,3.394747829640913,1.025559240161981,1,1.4964745469792955,1,-0.6917005120212727
-0.43804839040631927,4.57069765800224,3,-0.6771670532869357,0,2,2.3191030831454773,0.9217220156847716,0,-0.844875460051962,0,-0.6917005120212727
-0.2768852903772232,4.456486303240784,0,1.2800796768522729,3,2,-0.2830081050677464,0.8049051381479113,0,-1.3131454614582136,0,-0.44501403833332
-1.0827007905227035,-1.0256587253090725,2,0.05680047051526755,1,0,-1.1213782751303656,-1.1355529942699374,1,0.3726265436042917,0,-0.44501403833332
-0.9215376904936073,-0.3403905967403405,3,-0.9218228945543367,1,4,3.2286556261379413,2.3949126379551786,1,4.306094555416805,0,-0.9383869857092254
-0.5992114904354153,-0.035826984043126196,3,0.7907679943174708,0,3,3.2286556261379413,1.145621030963754,1,2.8076305509167994,1,-0.6917005120212727
-0.43804839040631927,0.17356049968620862,3,-0.18785537075213354,2,3,3.2286556261379413,1.9081756482182601,1,2.1520525489480478,1,-0.44501403833332
-0.7603745904645114,0.106937209408693,3,-0.43251121201953463,0,3,3.2286556261379413,-0.006323178080286266,1,2.339360549510548,0,-0.44501403833332
-0.2768852903772232,-0.07294567434059919,3,0.30145631178266863,3,4,3.2286556261379413,2.2651161073586663,1,2.2457065492292974,0,-0.9383869857092254
-0.5992114904354153,-1.0256587253090725,2,-0.18785537075213354,5,1,-1.1213782751303656,0.5453120769548879,1,0.3726265436042917,0,-0.6917005120212727
-0.2768852903772232,4.456486303240784,0,1.2800796768522729,5,0,1.6468251165858299,-1.0154912034681642,0,-0.9385294603332123,0,-0.44501403833332
-0.7603745904645114,4.456486303240784,2,-0.9218228945543367,1,5,2.3191030831454773,2.7258937909762833,0,-0.844875460051962,1,-0.9383869857092254
-0.2768852903772232,4.456486303240784,2,1.035423835584872,2,1,0.0649946070337182,-0.2042628872399663,0,-1.3131454614582136,0,-0.44501403833332
-0.2768852903772232,4.456486303240784,0,-1.1664787358217379,1,3,2.437740371361886,1.4019691788918647,0,-0.844875460051962,0,-0.6917005120212727
-0.43804839040631927,4.456486303240784,0,1.035423835584872,2,4,1.3304590146754076,1.765399464562097,0,-1.0321834606144626,0,-0.6917005120212727
-0.2768852903772232,0.28187093445165545,3,0.7907679943174708,4,0,3.2286556261379413,-1.1420428207997628,1,1.8710905481042965,0,-0.6917005120212727
-0.9215376904936073,0.007954035282098355,3,-0.18785537075213354,3,1,3.2286556261379413,0.5453120769548879,1,1.9647445483855468,0,-0.6917005120212727
-0.2768852903772232,0.44058664711849127,3,-1.1664787358217379,0,0,3.2286556261379413,-1.4243502748471757,1,1.5901285472605458,0,-0.6917005120212727
-0.5992114904354153,0.2306661770669363,3,-0.18785537075213354,0,3,3.2286556261379413,-0.006323178080286266,1,1.9647445483855468,1,-0.44501403833332
-0.7603745904645114,0.2306661770669363,3,0.5461121530500697,0,5,3.2286556261379413,2.469545643048173,1,1.9647445483855468,1,-0.6917005120212727
-0.7603745904645114,0.4972354790801731,3,0.30145631178266863,4,2,3.2286556261379413,1.369520046242737,1,1.4964745469792955,1,-0.6917005120212727
-0.7603745904645114,0.5923354671448783,3,0.5461121530500697,5,1,3.2286556261379413,-0.11665022908732109,1,1.3091665464167948,0,-0.9383869857092254
-0.43804839040631927,1.0301456603971237,3,1.035423835584872,1,0,3.2286556261379413,-1.0090013769383386,0,0.747242544729293,0,-0.44501403833332
-0.2768852903772232,4.075781787369267,3,-0.18785537075213354,4,2,0.0649946070337182,1.6063987145813707,0,-1.2194914611769632,1,-0.6917005120212727
-0.2768852903772232,4.020655773471071,3,-1.1664787358217379,5,1,1.6468251165858299,0.15267757190044054,0,-0.9385294603332123,0,-0.6917005120212727
-0.7603745904645114,4.018676109988539,2,-0.43251121201953463,4,0,4.019570880913998,-0.006323178080286266,0,-0.37660545864571054,0,-0.44501403833332
-0.43804839040631927,1.1824274667457308,3,1.035423835584872,4,0,3.2286556261379413,-1.2069410860980188,0,0.5599345441667924,0,-0.44501403833332
-0.5992114904354153,-1.0256587253090725,2,-0.6771670532869357,5,4,-1.240015563346774,-0.006323178080286266,0,-0.18929745808321002,1,-0.6917005120212727
-1.0827007905227035,1.2395331441264585,3,-1.1664787358217379,5,0,3.2286556261379413,-1.6287798105366815,0,0.5599345441667924,0,-0.44501403833332
-0.9215376904936073,3.9806056584013874,2,0.30145631178266863,5,1,0.38136070894414054,0.18512670454956834,0,-1.2194914611769632,0,-0.9383869857092254
-0.2768852903772232,3.7521829488784766,0,-1.1664787358217379,1,1,0.0649946070337182,-0.006323178080286266,1,-1.2194914611769632,0,-0.44501403833332
-0.43804839040631927,2.9688834074728288,0,1.035423835584872,3,3,2.437740371361886,1.5220309696936378,1,-0.6575674594894614,0,-0.9383869857092254
-0.9215376904936073,0.07838437071832915,3,0.30145631178266863,1,3,3.086290880278251,1.616133454376109,1,2.339360549510548,0,-0.6917005120212727
-0.9215376904936073,-1.0256587253090725,0,0.5461121530500697,1,3,-1.2795613260855767,1.242968428911138,0,-0.37660545864571054,1,-0.6917005120212727
-0.2768852903772232,3.695077271497749,2,1.2800796768522729,2,1,2.912289524227519,-0.006323178080286266,0,-0.5639134592082111,0,-0.6917005120212727
-0.43804839040631927,3.676042045704173,0,1.035423835584872,2,3,1.6468251165858299,1.1066820717848007,0,-0.844875460051962,1,-0.9383869857092254
-0.5992114904354153,3.5999011425298697,0,1.035423835584872,1,0,0.0017213866516337345,-1.3042884840454025,0,-1.2194914611769632,0,-0.9383869857092254
-0.43804839040631927,3.5047250135619903,3,-0.6771670532869357,3,2,2.437740371361886,0.8049051381479113,0,-0.6575674594894614,0,-0.44501403833332
-0.43804839040631927,-1.0256587253090725,2,-1.1664787358217379,3,2,-1.04228674965276,-0.006323178080286266,1,0.747242544729293,0,-0.6917005120212727
-0.9215376904936073,-0.17002532588783625,3,0.30145631178266863,3,0,2.912289524227519,-0.006323178080286266,1,2.9949385514793003,0,-0.9383869857092254
-1.0827007905227035,-1.0256587253090725,2,0.30145631178266863,1,2,-1.04228674965276,0.8438440973268646,1,0.747242544729293,1,-0.6917005120212727
-0.7603745904645114,-0.016791758249550308,3,-0.6771670532869357,1,0,2.912289524227519,-1.0090013769383386,1,2.433014549791798,0,-0.9383869857092254
-0.2768852903772232,0.36391275762196756,3,-0.6771670532869357,5,0,2.912289524227519,-1.1420428207997628,1,1.4964745469792955,0,-0.6917005120212727
-0.2768852903772232,-1.0256587253090725,2,-0.6771670532869357,1,0,-0.5519192916916054,-1.1355529942699374,1,3.182246552041801,0,-0.6917005120212727
-0.9215376904936073,0.4210184350026952,3,0.30145631178266863,5,1,2.912289524227519,-0.35677381069086767,1,1.402820546698045,0,-0.6917005120212727
-1.0827007905227035,-1.0256587253090725,2,-1.1664787358217379,4,2,-0.8524670885065067,0.8016602248829986,1,1.6837825475417958,1,-0.44501403833332
-0.9215376904936073,-1.0256587253090725,2,0.30145631178266863,0,0,-0.7654664104811405,-1.2556147850717108,1,2.1520525489480478,0,-0.9383869857092254
-0.5992114904354153,0.32591844693799005,3,-1.1664787358217379,5,3,2.912289524227519,1.616133454376109,1,1.5901285472605458,1,-0.44501403833332
-0.5992114904354153,3.5047250135619903,3,-0.6771670532869357,1,2,1.3304590146754076,0.6394145616373591,0,-0.9385294603332123,1,-0.6917005120212727
-0.43804839040631927,0.649441144525606,3,0.05680047051526755,0,1,2.912289524227519,0.5453120769548879,0,1.0282045455730442,0,-0.6917005120212727
-0.2768852903772232,0.8397934024613649,3,1.2800796768522729,1,0,2.912289524227519,-0.6845100504470595,0,0.747242544729293,0,-0.9383869857092254
-0.2768852903772232,-1.0256587253090725,2,-1.1664787358217379,0,0,-1.0897416649393235,-0.006323178080286266,1,0.5599345441667924,0,-0.44501403833332
-0.9215376904936073,0.8017229508742131,3,0.30145631178266863,1,1,2.912289524227519,-0.006323178080286266,1,0.8408965450105433,0,-0.44501403833332
-0.7603745904645114,1.6240447051566917,3,0.5461121530500697,0,1,2.912289524227519,0.03261578109866697,0,0.1853185430417912,0,-0.9383869857092254
-0.5992114904354153,0.059349144924753267,3,-0.6771670532869357,2,0,2.8490163038454344,-0.006323178080286266,1,2.1520525489480478,0,-0.9383869857092254
-1.0827007905227035,-1.0256587253090725,0,0.05680047051526755,0,4,-1.0027409869139572,1.5155411431638124,1,0.9345505452917937,1,-0.6917005120212727
-0.9215376904936073,0.07838437071832915,3,-0.18785537075213354,1,2,2.8331979987499136,0.6653738677566614,1,2.0583985486667973,1,-0.6917005120212727
-0.9215376904936073,3.314372755626231,2,0.30145631178266863,4,1,2.437740371361886,-0.006323178080286266,0,-0.6575674594894614,0,-0.9383869857092254
-0.2768852903772232,0.139297093257772,3,0.05680047051526755,5,3,2.7620156258200685,1.4960716635743354,1,1.8710905481042965,1,-0.9383869857092254
-0.5992114904354153,0.3258423060348158,3,0.05680047051526755,4,2,2.7541064732723077,0.8049051381479113,1,1.4964745469792955,1,-0.9383869857092254
-0.5992114904354153,0.14308510319069362,3,-1.1664787358217379,5,3,2.7541064732723077,-0.006323178080286266,1,1.8710905481042965,0,-0.6917005120212727
-0.7603745904645114,-0.06437982273349004,3,0.5461121530500697,3,1,2.595923422317097,0.22731057699343485,1,2.339360549510548,0,-0.9383869857092254
-0.7603745904645114,1.0301456603971237,3,-0.9218228945543367,1,1,2.5326502019350126,0.5453120769548879,0,0.3726265436042917,0,-0.6917005120212727
-0.5992114904354153,-1.0188060440233853,2,-0.6771670532869357,3,2,-1.2637430209900558,0.8308644442672137,0,-0.37660545864571054,0,-0.6917005120212727
-0.9215376904936073,-0.11196788721742977,3,-1.1664787358217379,5,1,2.512877320565611,-0.006323178080286266,1,2.339360549510548,0,-0.6917005120212727
-0.43804839040631927,3.2001614008647756,0,-0.43251121201953463,3,2,1.6468251165858299,1.0580083728111087,0,-0.7512214597707118,1,-0.44501403833332
-0.5992114904354153,3.2001614008647756,2,0.7907679943174708,2,1,1.6468251165858299,-0.6909998769768849,0,-0.7512214597707118,0,-0.44501403833332
-0.2768852903772232,3.2001614008647756,0,1.2800796768522729,2,1,1.8999179981141678,0.37982150044433566,0,-0.7512214597707118,0,-0.6917005120212727
-0.43804839040631927,2.9527796064514638,0,0.30145631178266863,0,3,0.3655424038486194,1.1066820717848007,1,-1.125837460895713,1,-0.6917005120212727
-0.2768852903772232,3.171608562174412,0,-1.1664787358217379,3,2,2.437740371361886,1.025559240161981,0,-0.5639134592082111,1,-0.9383869857092254
-0.43804839040631927,3.124020497690472,0,0.05680047051526755,3,2,4.019570880913998,0.9671508013935509,0,-0.18929745808321002,0,-0.44501403833332
-0.7603745904645114,0.3258423060348158,3,0.5461121530500697,1,1,2.485195286648449,-0.006323178080286266,1,1.2155125461355443,0,-0.6917005120212727
-0.9215376904936073,-1.014237589832927,0,-0.18785537075213354,4,0,-1.2004698006079713,-1.8137398666367106,1,-0.09564345780195965,0,-0.44501403833332
-0.43804839040631927,-1.014237589832927,2,-0.43251121201953463,4,2,-1.240015563346774,0.8438440973268646,0,-0.2829514583644602,0,-0.6917005120212727
-1.0827007905227035,-0.4450843386050079,3,-0.43251121201953463,1,2,2.437740371361886,0.5582917300145394,1,3.931478554291803,1,-0.6917005120212727
-0.5992114904354153,-0.47363717729537175,3,-0.6771670532869357,2,3,2.437740371361886,-0.006323178080286266,1,4.118786554854304,0,-0.6917005120212727
-0.43804839040631927,-1.0101259810615146,2,-1.1664787358217379,0,2,-1.04228674965276,0.603720515723318,1,0.5599345441667924,1,-0.44501403833332
-0.5992114904354153,-1.0073849085472397,0,-0.9218228945543367,2,1,-0.9394677665318727,-0.35677381069086767,1,1.0282045455730442,0,-0.6917005120212727
-0.2768852903772232,3.0478795945161687,0,-0.18785537075213354,2,1,1.6468251165858299,0.15592248516535326,0,-0.7512214597707118,0,-0.44501403833332
-0.43804839040631927,3.0288443687225928,0,-1.1664787358217379,2,4,3.2286556261379413,2.888139454221923,0,-0.37660545864571054,1,-0.9383869857092254
-0.2768852903772232,2.800421659199682,0,0.30145631178266863,1,1,4.019570880913998,-0.11665022908732109,1,-0.09564345780195965,0,-0.9383869857092254
-0.5992114904354153,3.0288443687225928,3,-1.1664787358217379,3,1,-0.5677375967871265,-0.006323178080286266,0,-1.3131454614582136,0,-0.44501403833332
-0.5992114904354153,-1.0073849085472397,0,-1.1664787358217379,0,1,-0.8050121732199432,0.2662495361723881,1,1.6837825475417958,0,-0.44501403833332
-0.7603745904645114,-1.006699640418671,2,-1.1664787358217379,0,2,-1.1371965802258868,0.8049051381479113,1,0.09166454276054084,1,-0.9383869857092254
-0.9215376904936073,-0.45460195150179583,3,0.30145631178266863,3,3,2.437740371361886,1.1618455972883182,1,4.025132554573053,1,-0.9383869857092254
-0.2768852903772232,-0.3403905967403405,3,-0.6771670532869357,1,1,2.437740371361886,-0.44438646884351285,1,3.2759005523230513,0,-0.44501403833332
-0.43804839040631927,-1.006699640418671,2,-0.9218228945543367,3,3,-0.9473769190796333,1.1618455972883182,1,1.0282045455730442,0,-0.6917005120212727
-0.9215376904936073,-1.006699640418671,2,-0.9218228945543367,1,1,-0.7654664104811405,-0.006323178080286266,1,1.8710905481042965,0,-0.6917005120212727
-0.43804839040631927,-0.4477492702161085,3,-0.9218228945543367,1,4,2.437740371361886,1.7329503319129698,1,3.931478554291803,1,-0.6917005120212727
-1.0827007905227035,-0.3213553709467646,3,-0.18785537075213354,1,1,2.437740371361886,-0.006323178080286266,1,3.182246552041801,0,-0.9383869857092254
-0.43804839040631927,3.0288443687225928,0,-1.1664787358217379,5,5,2.437740371361886,2.4857702093727374,0,-0.5639134592082111,0,-0.9383869857092254
-0.2768852903772232,3.0288443687225928,3,-0.9218228945543367,1,0,-1.04228674965276,-0.5482236933207223,0,-1.500453462020714,0,-0.44501403833332
-0.7603745904645114,3.0288443687225928,3,0.7907679943174708,0,0,-0.33046302035430974,-0.7721227085997047,0,-1.3131454614582136,0,-0.9383869857092254
-0.2768852903772232,3.0288443687225928,0,-0.6771670532869357,5,1,2.437740371361886,-0.3016102851873502,0,-0.5639134592082111,0,-0.9383869857092254
-0.9215376904936073,-0.3125230261785454,3,0.05680047051526755,4,1,2.437740371361886,0.2662495361723881,1,3.182246552041801,0,-0.6917005120212727
-0.7603745904645114,-0.3023201451531887,3,-0.9218228945543367,0,0,2.437740371361886,-1.0090013769383386,1,3.088592551760551,0,-0.6917005120212727
-0.43804839040631927,-0.3023201451531887,3,-0.18785537075213354,2,0,2.437740371361886,-1.6287798105366815,1,3.088592551760551,0,-0.9383869857092254
-0.5992114904354153,-0.41653149991464405,3,-0.6771670532869357,0,3,2.437740371361886,1.4019691788918647,1,3.7441705537293024,0,-0.9383869857092254
-0.7603745904645114,-0.3023201451531887,3,-0.9218228945543367,5,1,2.437740371361886,0.2662495361723881,1,3.088592551760551,0,-0.44501403833332
-0.9215376904936073,-0.3022440042500144,3,-1.1664787358217379,5,1,2.437740371361886,-0.21075271376979232,1,3.088592551760551,0,-0.9383869857092254
-0.9215376904936073,-0.3022440042500144,3,-0.43251121201953463,5,2,2.437740371361886,0.3960460667688998,1,3.088592551760551,0,-0.6917005120212727
-0.9215376904936073,-0.2642496935660369,3,-0.6771670532869357,1,1,2.437740371361886,0.03261578109866697,1,2.90128455119805,0,-0.44501403833332
-0.7603745904645114,-1.0028164543567815,2,-0.43251121201953463,0,0,-0.7338298002900983,-1.0090013769383386,1,1.9647445483855468,0,-0.44501403833332
-0.5992114904354153,2.9336682397547134,0,-0.9218228945543367,1,1,2.437740371361886,0.18512670454956834,0,-0.5639134592082111,0,-0.9383869857092254
-0.7603745904645114,2.85752733658041,0,0.05680047051526755,0,0,1.8050081675410412,-0.6845100504470595,0,-0.6575674594894614,0,-0.6917005120212727
-0.43804839040631927,2.85752733658041,0,-0.6771670532869357,1,3,2.437740371361886,1.6420927604954114,0,-0.4702594589269609,0,-0.6917005120212727
-0.2768852903772232,2.85752733658041,0,1.2800796768522729,1,2,1.6468251165858299,1.0417838064865452,0,-0.7512214597707118,1,-0.9383869857092254
-0.7603745904645114,2.838492110786834,0,0.5461121530500697,3,2,4.019570880913998,1.2267438625865739,0,-0.09564345780195965,1,-0.6917005120212727
-0.2768852903772232,2.838492110786834,0,1.524735518119674,1,0,0.38136070894414054,-1.0154912034681642,0,-1.0321834606144626,0,-0.9383869857092254
-0.7603745904645114,-0.2642496935660369,3,-0.9218228945543367,4,2,2.437740371361886,0.7172924799952661,1,2.90128455119805,0,-0.9383869857092254
-0.2768852903772232,-0.3784610483274923,3,-0.6771670532869357,0,3,2.437740371361886,0.27598427596712627,1,3.4632085528855523,0,-0.44501403833332
-0.9215376904936073,-0.24521446777246103,3,0.05680047051526755,1,2,2.437740371361886,0.7854356585584344,1,2.8076305509167994,1,-0.44501403833332
-0.2768852903772232,-0.35942582253391636,3,-1.1664787358217379,2,3,2.437740371361886,1.3857446125673005,1,3.369554552604302,1,-0.9383869857092254
-0.7603745904645114,-0.35942582253391636,3,-0.9218228945543367,5,4,2.437740371361886,2.24564662776919,1,3.369554552604302,0,-0.9383869857092254
-0.7603745904645114,-1.0028164543567815,0,-0.6771670532869357,1,1,-1.295379631181098,-0.5709380861751119,0,-0.5639134592082111,0,-0.44501403833332
-1.0827007905227035,-1.0028164543567815,2,-1.1664787358217379,5,2,-0.8050121732199432,0.6394145616373591,1,1.5901285472605458,0,-0.44501403833332
-0.9215376904936073,2.7433159818189545,0,0.30145631178266863,5,1,1.0140929127649851,-0.12638496888205983,0,-0.844875460051962,0,-0.44501403833332
-0.2768852903772232,2.7433159818189545,2,1.2800796768522729,4,1,1.9631912184962523,0.2662495361723881,0,-0.6575674594894614,0,-0.44501403833332
-0.2768852903772232,-0.3403905967403405,3,0.05680047051526755,5,5,2.437740371361886,2.4078922910148295,1,3.2759005523230513,0,-0.9383869857092254
-0.9215376904936073,-0.20722015708848354,3,0.30145631178266863,1,1,2.437740371361886,-0.006323178080286266,1,2.620322550354299,0,-0.44501403833332
-0.5992114904354153,-0.20714401618530923,3,-0.18785537075213354,2,3,2.437740371361886,-0.006323178080286266,1,2.620322550354299,1,-0.44501403833332
-0.7603745904645114,-0.20714401618530923,3,-0.18785537075213354,1,1,2.437740371361886,0.11373861272148673,1,2.620322550354299,0,-0.6917005120212727
-0.7603745904645114,-0.20714401618530923,3,-0.18785537075213354,1,3,2.437740371361886,1.5058064033690741,1,2.620322550354299,1,-0.6917005120212727
-0.5992114904354153,-0.2040222391551628,3,0.7907679943174708,4,2,2.437740371361886,0.7172924799952661,1,2.620322550354299,1,-0.44501403833332
-0.2768852903772232,-0.18810879039173334,3,-0.18785537075213354,0,2,2.437740371361886,0.603720515723318,1,2.620322550354299,0,-0.9383869857092254
-0.5992114904354153,2.619587014160711,2,0.7907679943174708,3,2,1.6468251165858299,0.6588840412268354,0,-0.6575674594894614,0,-0.6917005120212727
-0.7603745904645114,2.3626114659474364,0,0.05680047051526755,1,5,1.9631912184962523,2.132074663497242,1,-0.4702594589269609,1,-0.6917005120212727
-0.7603745904645114,-0.9891110917854069,2,-0.6771670532869357,4,4,-0.29091725761550696,1.9568493471919517,1,3.650516553448053,0,-0.44501403833332
-0.5992114904354153,-0.11196788721742977,3,-1.1664787358217379,4,1,2.437740371361886,-0.006323178080286266,1,2.339360549510548,0,-0.6917005120212727
-0.5992114904354153,-0.11196788721742977,3,-0.6771670532869357,4,1,2.437740371361886,0.03261578109866697,1,2.339360549510548,0,-0.6917005120212727
-0.2768852903772232,-0.22617924197888511,3,0.5461121530500697,0,3,2.437740371361886,1.2397235156462252,1,2.7139765506355493,1,-0.9383869857092254
-0.7603745904645114,-0.9875882737219208,2,-0.6771670532869357,0,3,-0.8841036986975488,-0.006323178080286266,1,1.121858545854294,0,-0.6917005120212727
-0.5992114904354153,2.5529637238831957,3,0.7907679943174708,3,1,0.38136070894414054,0.5453120769548879,0,-1.0321834606144626,0,-0.9383869857092254
-0.5992114904354153,2.5529637238831957,0,0.7907679943174708,2,2,0.38136070894414054,0.8049051381479113,0,-1.0321834606144626,0,-0.9383869857092254
-1.0827007905227035,2.5529637238831957,0,0.05680047051526755,1,2,1.0140929127649851,1.1813150768777951,0,-0.844875460051962,0,-0.44501403833332
-0.43804839040631927,-0.22617924197888511,3,-0.43251121201953463,2,4,2.437740371361886,1.8854612553638705,1,2.7139765506355493,0,-0.44501403833332
-0.7603745904645114,-0.11196788721742977,3,-0.43251121201953463,4,2,2.437740371361886,0.5582917300145394,1,2.339360549510548,0,-0.6917005120212727
-0.7603745904645114,-0.11196788721742977,3,0.5461121530500697,4,1,2.437740371361886,-0.24644675968383284,1,2.339360549510548,0,-0.44501403833332
-1.0827007905227035,-0.11196788721742977,3,0.30145631178266863,1,1,2.437740371361886,-0.006323178080286266,1,2.339360549510548,0,-0.44501403833332
-0.43804839040631927,-0.0746778798878146,3,1.035423835584872,3,2,2.437740371361886,0.5582917300145394,1,2.1520525489480478,0,-0.9383869857092254
-0.9215376904936073,-0.180494700074303,3,-0.6771670532869357,2,3,2.437740371361886,1.2819073880900917,1,2.5266685500730484,1,-0.6917005120212727
-0.7603745904645114,2.5529637238831957,0,0.5461121530500697,1,0,2.912289524227519,-0.006323178080286266,0,-0.2829514583644602,0,-0.9383869857092254
-1.0827007905227035,2.5529637238831957,0,-0.6771670532869357,0,2,2.437740371361886,0.9671508013935509,0,-0.37660545864571054,0,-0.9383869857092254
-0.5992114904354153,2.5529637238831957,0,-0.43251121201953463,5,0,2.2795573204066746,-1.1420428207997628,0,-0.4702594589269609,0,-0.44501403833332
-0.2768852903772232,2.5529637238831957,0,-0.18785537075213354,1,2,0.855909861809774,1.2267438625865739,0,-0.9385294603332123,0,-0.6917005120212727
-0.43804839040631927,2.5529637238831957,0,-0.6771670532869357,0,1,0.9350013872873797,0.3181681484109928,0,-0.844875460051962,0,-0.9383869857092254
-0.5992114904354153,2.5529637238831957,3,0.7907679943174708,1,0,0.0649946070337182,-0.8175514943084838,0,-1.125837460895713,0,-0.44501403833332
-0.5992114904354153,0.0022434675440255866,3,-0.43251121201953463,1,1,2.437740371361886,-0.35677381069086767,1,1.9647445483855468,0,-0.9383869857092254
-0.9215376904936073,0.0022434675440255866,3,0.30145631178266863,1,2,2.437740371361886,0.6653738677566614,1,1.9647445483855468,1,-0.6917005120212727
-0.9215376904936073,2.5529637238831957,0,0.30145631178266863,0,0,-0.09318844392149297,-1.5703713717682513,0,-1.2194914611769632,0,-0.44501403833332
-0.43804839040631927,2.5529637238831957,3,0.05680047051526755,1,3,1.3304590146754076,1.723215592118231,0,-0.7512214597707118,0,-0.6917005120212727
